County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,VinFast VF 8,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Workhorse E-GEN Van,Xos MDXT,Xos SV,Grand Total,Latitude,Longitude
Jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,1.0,5.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,39.0,30.7485258,-94.000884
Jeff Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,13.0,30.7018281,-104.150169
Jefferson,,1.0,,,,3.0,3.0,,,,1.0,,,1.0,2.0,1.0,,10.0,,2.0,5.0,1.0,,1.0,2.0,2.0,,,,,,2.0,4.0,,23.0,9.0,,,14.0,15.0,,,,,2.0,1.0,,2.0,2.0,4.0,10.0,,7.0,5.0,,,,1.0,2.0,1.0,,,1.0,,,,3.0,3.0,,,,,,,,,,,1.0,5.0,13.0,,10.0,,3.0,,1.0,,,2.0,1.0,1.0,,,6.0,1.0,,1.0,,,,,,,1.0,3.0,7.0,,1.0,,,,,,,,,1.0,,,2.0,8.0,,,,,,,1.0,,,,6.0,2.0,,,,,,,1.0,,110.0,38.0,27.0,114.0,,,2.0,1.0,5.0,,4.0,1.0,5.0,,1.0,,1.0,,,2.0,2.0,2.0,,,,,539.0,29.834772,-94.1704496
Jim Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,27.0065425,-98.7047316
Jim Wells,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,2.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,11.0,4.0,2.0,4.0,,,1.0,,,,,,4.0,,,,,,,,,,,,,,47.0,27.8067733,-98.1084601
Johnson,,1.0,1.0,,,1.0,1.0,,1.0,,3.0,1.0,,4.0,4.0,,,4.0,,,1.0,5.0,,,2.0,2.0,,,,,,2.0,2.0,,4.0,13.0,,,28.0,14.0,,,,,5.0,,,10.0,2.0,7.0,19.0,,10.0,36.0,,,,1.0,1.0,1.0,,,,,,,4.0,11.0,5.0,,,,,,,,,,2.0,8.0,33.0,,13.0,,4.0,4.0,,,,1.0,,,1.0,,3.0,,,1.0,4.0,,,,1.0,4.0,1.0,2.0,2.0,,,2.0,1.0,,,,,1.0,1.0,5.0,1.0,,8.0,17.0,,,,1.0,,1.0,3.0,,6.0,9.0,6.0,7.0,1.0,,2.0,,,,1.0,5.0,240.0,45.0,32.0,129.0,,,1.0,1.0,13.0,,5.0,,15.0,,1.0,,,,,,4.0,4.0,,,,,858.0,32.3766071,-97.3568623
Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,17.0,32.7135946,-99.8606106
Karnes,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,20.0,28.8791858,-97.9062893
Kaufman,,,1.0,,1.0,3.0,4.0,,6.0,,3.0,1.0,2.0,5.0,11.0,,,6.0,1.0,4.0,3.0,3.0,,,2.0,3.0,,,,,,2.0,8.0,3.0,17.0,25.0,,,26.0,13.0,,1.0,,,3.0,,1.0,7.0,4.0,5.0,14.0,,14.0,45.0,,,,1.0,,1.0,,1.0,1.0,,,,3.0,3.0,8.0,,,,,1.0,,,,,4.0,17.0,41.0,2.0,10.0,,7.0,1.0,,,2.0,2.0,1.0,1.0,,,4.0,1.0,,1.0,2.0,,,1.0,2.0,,2.0,1.0,4.0,,,,,,,,,,,2.0,,,12.0,16.0,,,,2.0,,1.0,4.0,,,86.0,2.0,2.0,,,,,,,3.0,,277.0,52.0,17.0,231.0,,,2.0,2.0,14.0,,2.0,,17.0,,,3.0,1.0,2.0,,1.0,,7.0,,,,,1130.0,32.601641,-96.3375126
Kendall,,,1.0,,,4.0,5.0,,5.0,2.0,7.0,6.0,3.0,5.0,12.0,3.0,2.0,14.0,,1.0,5.0,6.0,2.0,1.0,1.0,5.0,,,,,,,9.0,1.0,7.0,11.0,,,12.0,7.0,,,,,,,,3.0,,4.0,16.0,,6.0,19.0,,,,1.0,4.0,,,1.0,1.0,,,,3.0,7.0,2.0,,,1.0,,,,,,,,7.0,15.0,,6.0,2.0,1.0,,,2.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,6.0,1.0,2.0,1.0,,,,,,,2.0,1.0,,,4.0,9.0,,,,3.0,,3.0,,,4.0,,13.0,6.0,,,,,,1.0,,7.0,149.0,62.0,44.0,181.0,1.0,,2.0,2.0,8.0,,5.0,,12.0,1.0,1.0,1.0,1.0,,,7.0,3.0,6.0,,,,,798.0,29.943885,-98.7258845
Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,33.1665316,-100.7846477
Kerr,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,3.0,,,1.0,,,,1.0,,,,,,,,5.0,1.0,2.0,6.0,,,14.0,4.0,,,,,,1.0,,9.0,,2.0,6.0,1.0,2.0,11.0,,,,1.0,1.0,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,3.0,6.0,,,,,,,2.0,3.0,,1.0,,,,5.0,1.0,,,1.0,,,,,,,,1.0,,,2.0,,,,,,1.0,1.0,1.0,,,,6.0,,,,,,2.0,,,2.0,,,2.0,,,1.0,,,,,,33.0,10.0,7.0,27.0,,,,2.0,11.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,216.0,30.045717,-99.3884839
Kimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,30.4744131,-99.8199792
King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,33.588178,-100.2178972
Kinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,29.326416,-100.4165707
Kleberg,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,2.0,1.0,,,1.0,2.0,,,,,1.0,,,,,,,,3.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,6.0,4.0,2.0,11.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,55.0,27.3983129,-97.7485096
Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,33.5871385,-99.7073621
Lamar,,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,3.0,2.0,,,,,,,,1.0,,1.0,3.0,2.0,4.0,5.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,1.0,2.0,5.0,,2.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,11.0,11.0,2.0,12.0,,,1.0,,2.0,,,,1.0,,,,,,,,,2.0,,,,,92.0,33.6383552,-95.582343
Lamb,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,16.0,34.0321667,-102.3429233
Lampasas,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,,,,,,,,1.0,,,3.0,,5.0,1.0,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,1.0,5.0,,2.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,13.0,2.0,1.0,12.0,,,,,2.0,,1.0,,2.0,,,,,,,,1.0,,,,,,77.0,31.1761363,-98.240563
Lasalle,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,31.5332272,-96.4188655
Lavaca,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,4.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,1.0,,1.0,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,29.0,29.3703333,-96.9334531
Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,2.0,1.0,,,,,,,,1.0,,2.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,,9.0,,,,,,,1.0,,,,,,,,,,,,,,,,38.0,30.3031353,-96.9588587
Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,25.0,31.2715127,-95.9953382
Liberty,,,,,,,,,,,2.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,,1.0,2.0,6.0,,,3.0,3.0,,,,,,,,,1.0,2.0,1.0,,7.0,6.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,9.0,,3.0,1.0,3.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,34.0,9.0,4.0,17.0,,,,3.0,3.0,,1.0,,,,,,,,,,,1.0,,,,,141.0,30.0856736,-94.7856262
Limestone,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,3.0,,2.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,27.0,31.5261854,-96.580617
Lipscomb,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,36.2695629,-100.2711772
Live Oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,10.0,28.2678746,-98.101923
Llano,,,,,,,,,1.0,,1.0,,,,,2.0,,2.0,,,1.0,2.0,,,1.0,,,,,,,,4.0,,1.0,2.0,,,1.0,2.0,,,,,,,,2.0,,1.0,4.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,2.0,,,,2.0,,1.0,1.0,,2.0,,4.0,,,,,,,,1.0,1.0,17.0,30.0,11.0,19.0,,,,,3.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,143.0,30.6663312,-98.6970374
Loving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,31.8364044,-103.5663536
Lubbock,,1.0,1.0,,,2.0,3.0,,4.0,,8.0,6.0,1.0,6.0,10.0,,9.0,7.0,,4.0,5.0,6.0,1.0,1.0,3.0,2.0,,,,,,,2.0,1.0,8.0,14.0,,,31.0,20.0,,,4.0,,2.0,,,6.0,2.0,2.0,14.0,,19.0,25.0,,,,2.0,3.0,,,,,,,,8.0,1.0,,,1.0,,1.0,1.0,2.0,,,1.0,,22.0,43.0,,7.0,,6.0,6.0,,1.0,,,,3.0,1.0,,8.0,,,,6.0,1.0,,,1.0,4.0,,3.0,2.0,,1.0,3.0,,,,,,3.0,3.0,3.0,,,25.0,24.0,1.0,,,2.0,,6.0,2.0,,2.0,,6.0,4.0,,,2.0,,,,,5.0,194.0,52.0,38.0,132.0,,,3.0,1.0,20.0,,9.0,,7.0,1.0,1.0,1.0,,,,4.0,14.0,25.0,,,,,958.0,33.5855677,-101.8470215
Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,13.0,33.1474257,-101.812592
Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,19.0,30.9551586,-95.9507234
Marion,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,19.0,32.7931661,-94.344488
Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,32.2675039,-101.9190317
Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,10.0,30.705029,-99.2233284
Matagorda,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,1.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,2.0,3.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,11.0,1.0,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,46.0,28.8879823,-96.0035095
Maverick,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,2.0,,,,,,,,,,3.0,,,,8.0,4.0,,,,,,,,,,,2.0,,3.0,3.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,1.0,12.0,,,,,3.0,,,,,,,,,,,,,,,,,,78.0,28.792861,-100.3110817
McCulloch,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,8.0,31.1699604,-99.3885277
McLennan,,2.0,,,,,,,,,1.0,2.0,,4.0,6.0,,,6.0,,1.0,2.0,3.0,,1.0,7.0,,,,,,,1.0,6.0,1.0,14.0,40.0,,4.0,24.0,20.0,,,,,1.0,,,6.0,3.0,9.0,23.0,2.0,26.0,31.0,,,,1.0,4.0,,,1.0,,,,,5.0,8.0,4.0,,1.0,,,2.0,,,,,1.0,16.0,35.0,1.0,19.0,4.0,4.0,8.0,,2.0,2.0,2.0,,5.0,1.0,1.0,4.0,1.0,,2.0,6.0,,,,,2.0,,3.0,,,,,,,,,,2.0,,3.0,4.0,,10.0,29.0,,,,1.0,,2.0,2.0,,1.0,,12.0,6.0,,,,,,,3.0,2.0,213.0,61.0,30.0,171.0,,,1.0,3.0,19.0,,10.0,,21.0,3.0,,,,,,2.0,5.0,6.0,,,,,1013.0,31.5487691,-97.2189254
Medina,1.0,,,,,1.0,3.0,,,,1.0,1.0,1.0,2.0,2.0,,1.0,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,9.0,12.0,,,16.0,8.0,,,,,1.0,,,1.0,,1.0,4.0,,11.0,10.0,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,6.0,8.0,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,47.0,18.0,5.0,38.0,,,1.0,,5.0,,2.0,,1.0,,,,,,,1.0,,1.0,,,,,241.0,29.2836281,-99.1126826
Menard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,30.8573562,-99.8320637
Midland,,,,,,,2.0,,,,,,,4.0,8.0,1.0,2.0,16.0,6.0,1.0,,3.0,,,1.0,4.0,,,,,,,2.0,,3.0,6.0,,1.0,8.0,8.0,,,,,,,,1.0,2.0,2.0,24.0,,3.0,14.0,,,,,2.0,3.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,8.0,19.0,2.0,2.0,,,,,1.0,,1.0,,2.0,,1.0,5.0,4.0,,5.0,,,,,1.0,,1.0,1.0,3.0,,,1.0,,,,,,,,1.0,,,2.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,4.0,,,1.0,,,,,1.0,81.0,24.0,17.0,53.0,,,2.0,4.0,7.0,,5.0,,3.0,,,1.0,,,,1.0,2.0,8.0,,,,,409.0,31.83688,-102.0103767
Milam,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,4.0,,,,,,,,1.0,,,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,9.0,1.0,,4.0,,,,,3.0,,1.0,,2.0,,1.0,,,,,,,,,,,,51.0,30.7626867,-96.9981706
Mills,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,7.0,,1.0,6.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,,1.0,,1.0,,,1.0,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,1.0,,,1.0,,,,,,,,1.0,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,45.0,31.4861082,-98.5527272
Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,32.2898049,-100.9213003
