County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,VinFast VF 8,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Workhorse E-GEN Van,Xos MDXT,Xos SV,Grand Total,Latitude,Longitude
Montague,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,2.0,5.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,5.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,37.0,33.6205753,-97.7215754
Montgomery,11.0,2.0,2.0,,2.0,20.0,23.0,,12.0,1.0,35.0,14.0,10.0,61.0,76.0,3.0,13.0,95.0,7.0,18.0,27.0,58.0,7.0,2.0,14.0,31.0,,,,,,5.0,52.0,,35.0,65.0,4.0,3.0,113.0,117.0,,1.0,,2.0,8.0,2.0,6.0,25.0,7.0,13.0,83.0,1.0,65.0,166.0,,,,5.0,9.0,10.0,,6.0,1.0,,,,18.0,41.0,17.0,,5.0,6.0,5.0,6.0,,,,,8.0,248.0,338.0,1.0,70.0,5.0,30.0,15.0,4.0,5.0,,9.0,4.0,7.0,11.0,,21.0,4.0,,21.0,16.0,,,1.0,,29.0,12.0,39.0,63.0,3.0,7.0,16.0,2.0,2.0,,1.0,,10.0,15.0,16.0,,,17.0,86.0,,,,11.0,1.0,28.0,18.0,1.0,48.0,,59.0,53.0,2.0,,3.0,,,3.0,6.0,19.0,1570.0,440.0,269.0,1498.0,1.0,,7.0,9.0,67.0,1.0,41.0,,90.0,3.0,14.0,13.0,2.0,,,20.0,24.0,44.0,,,,,6947.0,30.301949,-95.5065944
Moore,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,5.0,1.0,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,22.0,35.8156121,-101.9104355
Morris,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,3.0,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,21.0,33.0738633,-94.7392197
Motley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,34.0395459,-100.7744062
Nacogdoches,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,1.0,,2.0,2.0,,,8.0,1.0,,,,,,,,1.0,,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,2.0,6.0,,2.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,4.0,,,,,,,,2.0,22.0,7.0,2.0,24.0,,,,,4.0,,3.0,,,,,,,,,,1.0,1.0,,,,,117.0,31.5970503,-94.5927451
Navarro,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,2.0,3.0,,,1.0,3.0,,,,,,,,3.0,,1.0,3.0,,3.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,1.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,29.0,6.0,3.0,14.0,,,,,3.0,,2.0,,,,,,,,,1.0,,1.0,,,,,103.0,32.0279525,-96.4985456
Newton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,30.8118989,-93.740504
Nolan,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,13.0,32.2719306,-100.3987748
Nueces,2.0,1.0,,,,1.0,1.0,,1.0,,2.0,1.0,1.0,10.0,5.0,1.0,3.0,15.0,2.0,3.0,10.0,9.0,1.0,1.0,3.0,8.0,,,,,1.0,3.0,8.0,1.0,12.0,20.0,,4.0,25.0,30.0,,1.0,,,5.0,,1.0,9.0,2.0,5.0,11.0,13.0,15.0,32.0,,,,2.0,3.0,2.0,1.0,,,,,,12.0,11.0,10.0,1.0,1.0,4.0,,,,,,,1.0,26.0,50.0,,9.0,1.0,2.0,3.0,1.0,2.0,,2.0,,3.0,,,3.0,2.0,,6.0,1.0,,,,1.0,2.0,,3.0,7.0,,3.0,3.0,,,,,,1.0,,11.0,,,3.0,13.0,,,,2.0,,4.0,1.0,,1.0,,10.0,8.0,,,1.0,,,,1.0,3.0,300.0,60.0,41.0,208.0,,,2.0,1.0,25.0,,19.0,,23.0,1.0,,1.0,,,,,3.0,5.0,,,,,1205.0,27.7153774,-97.6199942
Ochiltree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,36.2559217,-100.8138152
Oldham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,35.3907651,-102.6193428
Orange,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,4.0,3.0,,,4.0,6.0,,1.0,,,,,,,,1.0,4.0,,2.0,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,10.0,,3.0,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,31.0,12.0,7.0,23.0,,,,,,,,,1.0,,,,,,,,,,,,,,138.0,30.1228634,-93.9041169
Palo Pinto,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,1.0,2.0,,2.0,7.0,,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,7.0,,9.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,58.0,32.7215726,-98.2814881
Panola,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,2.0,,1.0,,,,,,,1.0,,2.0,,,,1.0,,,,1.0,,,,,,28.0,32.1367712,-94.3130073
Parker,,4.0,,1.0,,2.0,4.0,,2.0,,7.0,1.0,3.0,4.0,8.0,,3.0,8.0,1.0,2.0,4.0,7.0,,,2.0,3.0,,,1.0,,1.0,1.0,12.0,2.0,4.0,15.0,,1.0,34.0,18.0,,,,,4.0,,,4.0,1.0,3.0,26.0,2.0,20.0,38.0,,,,,2.0,2.0,,,,,,,8.0,5.0,,1.0,1.0,2.0,1.0,,,,,,1.0,9.0,19.0,1.0,14.0,2.0,4.0,1.0,1.0,4.0,,,,,,,3.0,1.0,,2.0,3.0,,,,,3.0,1.0,1.0,6.0,1.0,,2.0,,1.0,,,,1.0,,1.0,,,4.0,21.0,,,,,,7.0,1.0,,6.0,,19.0,5.0,,,2.0,1.0,,,,4.0,221.0,81.0,35.0,222.0,,,3.0,3.0,17.0,1.0,9.0,,20.0,1.0,1.0,1.0,1.0,,,2.0,6.0,10.0,,,,,1061.0,32.77725975,-97.80455986920202
Parmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,34.4901153,-102.768021
Pecos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,13.0,30.7857437,-102.8065415
Polk,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,1.0,4.0,,,9.0,3.0,,,,,,1.0,,4.0,,1.0,1.0,,5.0,3.0,,,,2.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,2.0,13.0,,3.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,3.0,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,26.0,9.0,4.0,22.0,,,,,5.0,,3.0,,,,1.0,1.0,,,,,,1.0,,,,,148.0,30.7642828,-94.8192175
Potter,,,,,1.0,,1.0,,,,1.0,,,,,,,5.0,,,1.0,,,,,,,,,,,,2.0,,3.0,3.0,,1.0,6.0,5.0,,,,,1.0,,,2.0,6.0,8.0,7.0,,16.0,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,8.0,,1.0,,1.0,,,1.0,,,,,,,3.0,,,,3.0,,,,,,,,2.0,,1.0,,,,,,,,1.0,3.0,,,1.0,7.0,,,,,,,,,1.0,,2.0,,,,,,,,,2.0,42.0,18.0,8.0,23.0,,,2.0,,6.0,,5.0,,4.0,,,1.0,,,,,,,1.0,,,,225.0,35.3683354,-101.8776577
Presidio,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8.0,29.9883766,-104.233655
Rains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,2.0,3.0,4.0,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,34.0,32.8685085,-95.7964017
Randall,,,,,,,,,,1.0,6.0,,1.0,2.0,3.0,,,6.0,,,,,,,,1.0,,,,,1.0,,1.0,,4.0,12.0,,,28.0,3.0,,,,,2.0,1.0,,3.0,,2.0,9.0,,5.0,19.0,,,,1.0,2.0,3.0,,,,,,,4.0,2.0,,,1.0,,1.0,,,,,,,3.0,11.0,,1.0,1.0,,,,2.0,,2.0,,,,,11.0,1.0,,,3.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,2.0,,,4.0,7.0,,,,,,3.0,,,2.0,,8.0,2.0,,,1.0,,,,3.0,1.0,117.0,30.0,35.0,74.0,,,,1.0,21.0,,12.0,,17.0,,,1.0,,,,,2.0,3.0,,,,,508.0,34.9444713,-101.8850309
Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,29.7949383,-99.8280905
Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,6.0,33.571979,-95.0429674
Reeves,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,19.0,31.232003,-103.6583657
Refugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,6.0,28.3171012,-97.2394101
Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35.8309752,-100.8058034
Robertson,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,3.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,24.0,31.0339058,-96.5079742
Rockwall,,,,,3.0,3.0,5.0,,4.0,,8.0,3.0,,4.0,15.0,,1.0,14.0,3.0,2.0,9.0,12.0,2.0,,6.0,7.0,,,1.0,,,5.0,20.0,3.0,12.0,18.0,,1.0,32.0,19.0,,,,,6.0,,,5.0,3.0,7.0,23.0,,17.0,48.0,,,,,2.0,7.0,1.0,3.0,1.0,,,,7.0,7.0,2.0,2.0,,2.0,,,,,,,3.0,15.0,43.0,1.0,13.0,5.0,6.0,2.0,,1.0,,1.0,1.0,,,,5.0,,,3.0,4.0,,,,2.0,5.0,1.0,4.0,10.0,,3.0,2.0,,,,,,,2.0,1.0,,,6.0,13.0,,,,3.0,,4.0,5.0,,16.0,,15.0,11.0,,,,,,,3.0,4.0,351.0,116.0,57.0,330.0,,,,3.0,29.0,,8.0,,13.0,2.0,2.0,,,,,2.0,5.0,8.0,,,,,1494.0,32.8923464,-96.4066987
Runnels,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,11.0,31.8282551,-99.9779922
Rusk,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,2.0,,2.0,1.0,,,6.0,,,,,1.0,,,,1.0,,1.0,1.0,,8.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,2.0,,,,,,,,,14.0,6.0,5.0,12.0,,,,1.0,4.0,,1.0,,,,,,,,,,1.0,2.0,,,,,93.0,32.051377,-94.7906553
Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,6.0,31.3325489,-93.8722218
San Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,31.3970365,-94.1751389
San Jacinto,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,3.0,,,1.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,15.0,4.0,,8.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,60.0,30.5083577,-95.1902362
San Patricio,,,,,,,,,,,,,,4.0,2.0,,,3.0,,1.0,,,,1.0,2.0,1.0,,,,,,,2.0,,3.0,3.0,,,8.0,2.0,,,,,,,,,,2.0,4.0,,3.0,6.0,,,,,,,,1.0,,,,,1.0,2.0,,,,1.0,,,,,,,,9.0,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,28.0,6.0,2.0,24.0,,,,,4.0,,2.0,,1.0,1.0,,,,,,,,2.0,,,,,146.0,28.0003594,-97.50204408532724
San Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,31.122268,-98.8397049
Scurry,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,20.0,32.7225172,-100.9052015
Shackelford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,32.7088752,-99.3307616
Shelby,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,18.0,31.7716364,-94.1301652
Sherman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,36.2452294,-101.8858689
Smith,,1.0,,,,,1.0,,1.0,,3.0,,1.0,4.0,6.0,1.0,1.0,12.0,,2.0,6.0,2.0,,,3.0,8.0,,,,,,2.0,5.0,1.0,6.0,12.0,,1.0,40.0,15.0,,,,,3.0,,1.0,4.0,,5.0,9.0,1.0,12.0,9.0,,,,5.0,4.0,1.0,,1.0,,,,,7.0,2.0,3.0,,,2.0,,1.0,,,,,,11.0,31.0,,7.0,1.0,6.0,5.0,,2.0,1.0,1.0,3.0,,,,5.0,1.0,,,,,,,1.0,1.0,,5.0,7.0,,,1.0,,1.0,,,,1.0,,4.0,,,2.0,16.0,,,,,,3.0,2.0,,5.0,,8.0,2.0,,,1.0,,,2.0,,2.0,181.0,67.0,38.0,143.0,,,1.0,3.0,14.0,,6.0,,10.0,1.0,,2.0,,,,,3.0,5.0,,,,,816.0,32.3402898,-95.2563971
Somervell,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,23.0,32.2275813,-97.7724138
Starr,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,5.0,2.0,,,,,,,,,,,5.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,2.0,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,59.0,26.5630409,-98.7479897
Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,32.6944793,-98.8200722
Sterling,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,31.8151416,-101.0452671
Stonewall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,33.1571742,-100.2453011
